Open Date,Close Date,Symbol,Action,Units/Lots,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(EUR),Min(pips),Min(EUR),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(EUR)
02/23/2023 21:17,02/24/2023 00:10,GBPAUD,Buy,0.19,1.76575,1.76551,-1.08,-0.06,-2.4,-4.07,-0.12,00:02:53:17,13.3,23m,24.1,4.13,4.7,5.734,-19.4,-23.668,19.5,70.5,-7.1,-8.66
02/23/2023 22:07,02/23/2023 23:54,AUDUSD,Sell,0.2,0.681,0.68074,-0.64,0,2.6,4.27,0.13,00:01:47:34,42.1,45m,6.3,1.93,3,5.67,-5.8,-10.962,34.1,95.5,-0.4,-0.76
02/23/2023 21:16,02/23/2023 21:51,EURAUD,Buy,0.26,1.55682,1.55682,-1.3,0,0,-1.3,-0.04,00:00:34:59,17.2,6m,8.8,4.5,1.6,0,-7.2,0,18.2,81.8,-1.6,0
02/22/2023 21:59,02/22/2023 22:17,GBPAUD,Sell,0.19,1.77121,1.77009,-1.08,0,11.2,12.57,0.37,00:00:17:05,100,17m,4.7,0.08,13.1,15.982,0,0,100,85.5,-1.9,-2.32
02/22/2023 21:16,02/22/2023 21:42,GBPAUD,Sell,0.19,1.77089,1.77006,-1.08,0,8.3,9.04,0.27,00:00:26:28,53.9,14m,13.9,0.45,9.6,11.712,-4.3,-5.246,69.1,90.6,-1.3,-1.59
02/17/2023 21:20,02/20/2023 00:30,EURAUD,Buy,0.26,1.55414,1.55518,-1.3,-1.25,10.4,14.84,0.44,02:03:10:05,99.4,2d 2h ,10,0.29,10.4,17.368,-3,-5.01,77.6,100,0,0
02/17/2023 22:07,02/20/2023 00:05,USDJPY,Buy,0.16,134.089,134.222,-0.75,1.42,13.3,15.51,0.46,02:01:58:13,99.9,2d 1h ,0.1,0.81,13.3,14.896,10.8,12.096,532,100,0,0
02/16/2023 22:17,02/17/2023 22:22,AUDUSD,Buy,0.2,0.68837,0.68836,-0.64,0,-0.1,-0.83,-0.02,01:00:04:45,0,0s,70.4,70.42,0,0,-70.4,-133.76,0,99.9,-0.1,-0.19
02/16/2023 22:16,02/17/2023 15:37,USDCAD,Sell,0.2,1.34479,1.35014,-0.94,-2.34,-53.5,-77.81,-2.27,00:17:20:43,1.5,15m,90.2,46.51,1.9,2.641,-88.3,-122.737,2.1,38.6,-55.4,-77.01
02/16/2023 22:48,02/17/2023 09:33,EURAUD,Sell,0.26,1.55162,1.55462,-1.3,0,-30,-51.47,-1.48,00:10:45:23,11.5,1h 14m,55.6,4.25,10.6,17.702,-45,-75.15,19.1,27,-40.6,-67.8
02/16/2023 22:05,02/17/2023 01:03,CHFJPY,Buy,0.2,144.711,144.74,-1.01,0,2.9,3.05,0.09,00:02:57:51,5.7,10m,19.3,5.93,2.9,4.06,-17.2,-24.08,14.4,100,0,0
02/15/2023 22:47,02/16/2023 02:30,EURUSD,Sell,0.23,1.06858,1.0687,-1.15,2.84,-1.2,-0.89,-0.03,00:03:42:54,0.5,1m,10.6,7.16,1.3,2.795,-9.3,-19.995,12.3,76.4,-2.5,-5.38
02/14/2023 21:06,02/15/2023 02:01,GBPAUD,Buy,0.19,1.74314,1.74318,-1.08,-0.04,0.4,-0.63,-0.02,00:04:55:17,0.7,2m,27.7,8.94,3.1,3.813,-27.7,-34.071,10.1,91.2,-2.7,-3.32
02/14/2023 22:45,02/14/2023 23:25,EURUSD,Sell,0.23,1.07414,1.0737,-1.15,0,4.4,8.28,0.24,00:00:40:30,90,36m,2.2,0.11,4.6,9.844,-0.5,-1.07,90.2,96.1,-0.2,-0.43
02/14/2023 22:00,02/14/2023 23:25,AUDUSD,Sell,0.2,0.69885,0.69868,-0.65,0,1.7,2.52,0.07,00:01:25:25,54.2,46m,11.3,1.02,5.6,10.416,-5.7,-10.602,49.6,65.5,-3.9,-7.25
02/13/2023 20:18,02/13/2023 23:07,AUDNZD,Sell,0.23,1.09569,1.09529,-0.75,0,4,4.71,0.14,00:02:49:38,98.3,2h 46m,5.4,0.08,6.2,8.494,-0.5,-0.685,92.5,67.2,-2.2,-3.01
02/10/2023 21:03,02/13/2023 01:31,EURNZD,Sell,0.23,1.69354,1.6916,-1.15,0.24,19.4,25.47,0.74,02:04:27:43,99.9,2d 4h ,21.8,0.27,29.8,40.528,8,10.88,136.7,52.3,-10.4,-14.14
02/10/2023 22:00,02/13/2023 00:45,USDCAD,Buy,0.2,1.33459,1.33469,-0.94,-0.45,1,0.01,0,02:02:45:00,2,1h 0m,2.1,1.31,1.6,2.24,-2.1,-2.94,43.2,83.8,-0.6,-0.84
02/10/2023 22:00,02/10/2023 23:46,GBPCHF,Buy,0.16,1.11387,1.1139,-0.9,0,0.3,-0.41,-0.01,00:01:46:26,,,,,,,,,,,,
02/09/2023 22:29,02/10/2023 00:57,GBPAUD,Sell,0.19,1.74791,1.74744,-1.07,-0.97,4.7,3.73,0.11,00:02:28:20,94.6,2h 20m,15.1,0.1,19.8,24.354,-1.9,-2.337,91.2,30.4,-15.1,-18.57
02/09/2023 22:29,02/10/2023 00:04,EURAUD,Sell,0.26,1.54865,1.54822,-1.3,-0.08,4.3,5.84,0.17,00:01:35:33,90.6,1h 26m,9.7,0.27,14,23.52,-3.8,-6.384,78.7,45.5,-9.7,-16.3
02/08/2023 23:13,02/09/2023 02:13,EURUSD,Buy,0.23,1.07126,1.07182,-1.15,-6.12,5.6,4.75,0.14,00:03:00:01,60,1h 48m,6.3,0.61,5.7,12.255,-3.5,-7.525,62,98.9,-0.1,-0.22
02/08/2023 01:00,02/08/2023 04:00,EURUSD,Sell,0.23,1.07307,1.07261,-1.15,0,4.6,8.71,0.26,00:03:00:01,71.2,2h 8m,9.6,0.58,6.7,14.338,-3.9,-8.346,63.2,80.2,-2.1,-4.49
02/06/2023 22:17,02/06/2023 22:30,EURCAD,Sell,0.18,1.44259,1.4419,-0.9,0,6.9,7.71,0.23,00:00:12:21,100,12m,1.7,0.14,6.9,8.625,0,0,100,100,0,0
02/03/2023 19:12,02/06/2023 11:22,AUDNZD,Sell,0.23,1.09513,1.09493,-0.74,0,2,1.96,0.06,02:16:10:37,91.9,2d 10h ,55.7,0.66,33.6,45.36,-22.1,-29.835,60.3,43.3,-31.6,-42.66
02/06/2023 00:05,02/06/2023 07:01,CHFJPY,Sell,0.19,142.264,142.262,-0.95,0,0.2,-0.68,-0.02,00:06:55:35,21.4,1h 28m,91.4,1.7,33.9,45.765,-57.5,-77.625,37.1,63.1,-33.7,-45.49
02/06/2023 00:07,02/06/2023 02:37,USDCAD,Sell,0.19,1.34119,1.34067,-0.88,0,5.2,5.96,0.18,00:02:30:02,60,1h 30m,8.4,0.59,11.8,15.576,-7,-9.24,62.8,64.9,-6.6,-8.71
02/06/2023 00:07,02/06/2023 01:10,GBPUSD,Buy,0.13,1.20403,1.20469,-0.73,0,6.6,7.22,0.21,00:01:03:00,57.2,36m,8,1.14,6.6,7.92,-7.5,-9,46.8,100,0,0
02/03/2023 23:11,02/06/2023 01:05,GBPAUD,Sell,0.19,1.74193,1.74063,-1.06,-1.11,13,13.66,0.4,02:01:53:51,3,1h 29m,25.1,0.7,23.2,28.304,-16.3,-19.886,58.7,74.2,-10.2,-12.44
02/03/2023 23:32,02/06/2023 01:05,EURCHF,Buy,0.3,0.99946,1.00016,-1.5,-0.03,7,19.47,0.58,02:01:33:29,98.8,2d ,13.7,0.67,8.2,24.6,-5.5,-16.5,59.9,91.2,-1.2,-3.6
02/06/2023 00:28,02/06/2023 01:00,GBPCAD,Sell,0.18,1.6158,1.61478,-1,0,10.2,11.67,0.35,00:00:31:44,100,31m,4.5,0.09,11,13.64,0,0,100,92.7,-0.8,-0.99
02/02/2023 23:43,02/03/2023 01:04,GBPCHF,Buy,0.21,1.11691,1.11697,-1.18,1.43,0.6,1.51,0.05,00:01:20:57,1.3,1m,20.4,34.01,0.6,1.26,-20.4,-42.84,2.9,100,0,0
02/02/2023 22:01,02/02/2023 23:03,USDCAD,Sell,0.19,1.33289,1.33112,-0.87,0,17.7,22.28,0.67,00:01:01:57,98.4,1h 0m,4.8,0.01,18.2,23.842,-0.1,-0.131,99.5,97.3,-0.5,-0.66
02/01/2023 22:21,02/02/2023 14:00,GBPAUD,Buy,0.18,1.73615,1.73456,-1.01,-0.07,-15.9,-19.64,-0.59,00:15:39:15,0,0s,72.9,72.99,0,0,-72.9,-85.293,0,78.2,-15.9,-18.6
02/02/2023 01:13,02/02/2023 05:13,USDCHF,Buy,0.29,0.90631,0.90676,-1.31,0,4.5,11.75,0.35,00:04:00:01,93.8,3h 45m,14,0.14,15.5,44.95,-2.2,-6.38,87.6,37.9,-11,-31.9
02/01/2023 23:29,02/02/2023 02:02,CHFJPY,Sell,0.18,141.982,141.68,-0.9,-2.78,30.2,34.73,1.05,00:02:32:22,98.1,2h 29m,17.6,0.11,32.3,41.021,-3.7,-4.699,89.7,94.2,-2.1,-2.67
02/01/2023 23:29,02/02/2023 01:00,EURJPY,Sell,0.18,141.761,141.614,-0.9,-4.46,14.7,13.32,0.41,00:01:31:11,97.9,1h 29m,17.1,0.04,23.4,29.718,-0.9,-1.143,96.3,64.2,-8.7,-11.05
02/01/2023 22:33,02/02/2023 00:23,EURAUD,Buy,0.25,1.53957,1.54082,-1.25,-4.04,12.5,14.99,0.46,00:01:49:46,82.8,1h 30m,19.1,0.54,12.5,20.25,-6.8,-11.016,64.8,100,0,0
02/01/2023 22:35,02/01/2023 23:26,EURCHF,Buy,0.29,0.99827,0.99883,-1.45,0,5.6,14.81,0.46,00:00:50:48,60.8,30m,6.8,1.03,6.2,17.98,-6.4,-18.56,49.2,95.2,-0.6,-1.74
02/01/2023 21:40,02/01/2023 22:07,GBPAUD,Buy,0.19,1.73858,1.7369,-1.07,0,-16.8,-21.76,-0.66,00:00:26:53,0,0s,30.1,30.12,0,0,-30.1,-37.023,0,44.2,-16.8,-20.66
02/01/2023 21:43,02/01/2023 22:07,EURAUD,Buy,0.25,1.54151,1.54188,-1.25,0,3.7,4.75,0.15,00:00:23:53,20.9,4m,17.1,4.05,4.2,6.804,-17,-27.54,19.8,97.6,-0.5,-0.81
01/31/2023 19:32,02/01/2023 21:41,AUDNZD,Sell,0.22,1.0911,1.0971,-0.71,0.08,-60,-78.56,-2.35,01:02:08:39,4.5,1h 10m,83.7,28.9,2.8,3.64,-80.9,-105.17,3.3,25,-62.8,-81.64
02/01/2023 21:00,02/01/2023 21:01,GBPAUD,Sell,0.19,1.74218,1.74034,-1.07,0,18.4,21.57,0.65,00:00:01:20,,,,,,,,,,,,
01/31/2023 22:56,02/01/2023 02:01,USDJPY,Buy,0.15,130.153,130.145,-0.69,1.46,-0.8,-0.08,0,00:03:04:36,5.5,10m,14.5,3.83,3,3.18,-11.5,-12.19,20.7,73.8,-3.8,-4.03
01/31/2023 23:45,02/01/2023 00:32,GBPUSD,Buy,0.13,1.23182,1.23211,-0.74,-0.68,2.9,2.05,0.06,00:00:46:26,25.6,11m,6.9,1.37,4.1,4.92,-5.6,-6.72,42.3,87.6,-1.2,-1.44
01/31/2023 22:56,02/01/2023 00:32,GBPAUD,Buy,0.19,1.74591,1.7476,-1.08,-0.16,16.9,19.61,0.59,00:01:35:22,67.8,1h 4m,24.2,0.94,16.9,20.787,-15.8,-19.434,51.7,100,0,0
01/30/2023 22:30,01/31/2023 15:40,GBPCAD,Sell,0.17,1.65306,1.65303,-0.97,0.18,0.3,-0.44,-0.01,00:17:10:34,11.7,2h 0m,74,2.56,20.8,24.336,-53.2,-62.244,28.1,72.3,-20.5,-23.98
01/30/2023 21:30,01/31/2023 02:01,EURNZD,Sell,0.22,1.67772,1.67675,-1.1,0.68,9.7,12.31,0.37,00:04:30:52,95.6,4h 18m,25.3,0.17,21.6,28.296,-3.7,-4.847,85.4,53,-11.9,-15.59
01/30/2023 22:36,01/31/2023 00:04,EURCAD,Sell,0.17,1.45238,1.45227,-0.85,0.83,1.1,1.27,0.04,00:01:28:26,69.4,1h 1m,9.7,0.4,9.5,11.115,-3.8,-4.446,71.4,36.8,-8.4,-9.83
01/27/2023 23:04,01/30/2023 02:24,GBPCAD,Sell,0.17,1.65031,1.64897,-0.97,0.15,13.4,14.93,0.46,02:03:20:18,99.5,2d 3h ,27.4,0.06,29.1,34.338,1.7,2.006,106.2,42.7,-15.7,-18.53
01/27/2023 23:29,01/30/2023 02:04,GBPAUD,Sell,0.18,1.74454,1.74402,-1.03,-0.8,5.2,4.29,0.13,02:02:35:05,4,2h 1m,26.5,0.49,18.1,21.358,-8.9,-10.502,67,52.2,-12.9,-15.22
01/30/2023 00:05,01/30/2023 01:00,USDJPY,Buy,0.15,129.713,129.857,-0.69,0,14.4,14.62,0.45,00:00:55:06,96.4,53m,7.1,0.26,14.4,15.264,-3.7,-3.922,79.6,100,0,0
01/26/2023 22:13,01/27/2023 00:18,AUDUSD,Sell,0.19,0.71153,0.71151,-0.62,0.02,0.2,-0.25,-0.01,00:02:05:15,71.3,1h 29m,17,0.08,17.2,30.1,-1.4,-2.45,92.5,8.6,-17,-29.75
01/25/2023 23:26,01/26/2023 04:46,USDJPY,Buy,0.15,129.541,129.509,-0.69,3.85,-3.2,-0.24,-0.01,00:05:19:13,25,1h 19m,50.9,6.6,6.7,7.102,-44.2,-46.852,13.2,80.6,-9.9,-10.49
01/25/2023 23:29,01/26/2023 00:54,EURUSD,Sell,0.22,1.09165,1.09168,-1.1,2.18,-0.3,0.48,0.01,00:01:25:05,84.8,1h 12m,8.2,0.12,7.3,14.6,-0.9,-1.8,89,7.3,-7.6,-15.2
01/24/2023 22:58,01/25/2023 09:42,CHFJPY,Sell,0.18,141.027,141.159,-0.9,-1.02,-13.2,-18.65,-0.57,00:10:44:14,6.7,43m,61.4,2.91,15.7,19.939,-45.7,-58.039,25.6,52.9,-28.9,-36.7
01/24/2023 23:19,01/25/2023 02:18,GBPCAD,Sell,0.17,1.64955,1.64829,-0.96,0.02,12.6,13.78,0.42,00:02:58:57,98.9,2h 56m,23.7,0.01,23.4,27.378,-0.3,-0.351,98.7,54.4,-10.8,-12.64
01/24/2023 22:37,01/25/2023 01:05,EURJPY,Sell,0.18,141.604,141.59,-0.9,-1.52,1.4,-0.64,-0.02,00:02:27:50,10.9,16m,20.8,3.84,4.3,5.461,-16.5,-20.955,20.7,86.1,-2.9,-3.68
01/24/2023 22:45,01/24/2023 23:01,USDCAD,Sell,0.19,1.33736,1.33674,-0.87,0,6.2,7.23,0.22,00:00:16:23,81.3,13m,3.6,0.07,8.2,10.742,-0.6,-0.786,93.2,77.3,-2,-2.62
01/20/2023 23:20,01/23/2023 14:13,EURUSD,Sell,0.15,1.08577,1.08699,-0.75,0.43,-12.2,-17.16,-0.52,02:14:52:56,0.9,33m,61.5,17.54,-3.5,-4.83,-61.5,-84.87,-6,85,-8.7,-12.01
01/20/2023 20:57,01/20/2023 21:50,GBPAUD,Buy,0.19,1.77832,1.77892,-1.09,0,6,6.22,0.19,00:00:53:21,62.3,33m,2.1,3.5,0.6,0.732,-2.1,-2.562,22.2,300,5.4,6.59
01/20/2023 21:26,01/20/2023 21:49,EURAUD,Buy,0.25,1.55681,1.55755,-1.25,0,7.4,10.63,0.33,00:00:23:28,,,,,,,,,,,,
01/19/2023 22:00,01/20/2023 01:00,AUDCAD,Sell,0.3,0.93092,0.93093,-0.96,0.06,-0.1,-1.1,-0.03,00:03:00:08,91.2,2h 44m,12.1,0.13,12,24,-1.6,-3.2,88.2,11,-12.1,-24.2
01/19/2023 22:15,01/20/2023 00:15,AUDUSD,Sell,0.19,0.69223,0.69132,-0.61,0.04,9.1,15.39,0.47,00:02:00:24,100,2h 0m,5,0.07,14.1,24.675,0,0,100,64.5,-5,-8.75
01/17/2023 22:55,01/18/2023 04:40,GBPCAD,Sell,0.17,1.64416,1.64384,-0.97,0.05,3.2,2.85,0.09,00:05:44:26,37.4,2h 8m,30.9,0.69,19.4,22.892,-13.3,-15.694,59.3,50.5,-16.2,-19.12
01/17/2023 22:15,01/18/2023 03:59,EURCAD,Buy,0.17,1.44358,1.44542,-0.85,-1.45,18.4,19.34,0.6,00:05:43:52,97.7,5h 35m,10.6,0.26,18.4,21.712,-4.8,-5.664,79.3,100,0,0
01/17/2023 23:17,01/18/2023 01:32,EURGBP,Buy,0.21,0.87842,0.87869,-1.05,-1.48,2.7,3.92,0.12,00:02:14:43,4.5,6m,7,2.59,2.7,6.453,-7,-16.73,27.8,100,0,0
01/17/2023 19:31,01/18/2023 00:40,AUDNZD,Sell,0.22,1.08736,1.08748,-0.71,-0.1,-1.2,-2.38,-0.07,00:05:09:09,98.8,5h 5m,20,0.06,18.8,24.628,-1.2,-1.572,94,0,-20,-26.2
01/16/2023 22:59,01/17/2023 03:31,EURCAD,Sell,0.17,1.45162,1.45043,-0.85,0.74,11.9,13.84,0.43,00:04:32:14,100,4h 32m,15.9,0.06,17.1,20.007,0,0,100,69.6,-5.2,-6.08
01/16/2023 22:56,01/17/2023 01:26,USDCAD,Sell,0.18,1.34153,1.34043,-0.83,-0.52,11,12.29,0.38,00:02:30:01,96,2h 24m,6.7,0.04,14.2,17.608,-0.5,-0.62,96.6,78.2,-3.2,-3.97
01/13/2023 21:56,01/16/2023 01:00,EURNZD,Buy,0.22,1.69722,1.69802,-1.1,-2,8,7.27,0.23,02:03:03:34,0.9,27m,9.8,0.68,8,10.4,-5.4,-7.02,59.7,100,0,0
01/13/2023 21:59,01/16/2023 00:06,EURAUD,Buy,0.24,1.55217,1.55244,-1.2,-1.39,2.7,1.58,0.05,02:02:06:25,98.3,2d 1h ,13.1,0.17,15.8,24.332,2.7,4.158,120.6,0,-13.1,-20.17
01/13/2023 22:00,01/13/2023 22:43,GBPCHF,Sell,0.15,1.13349,1.13314,-0.85,0,3.5,4.39,0.14,00:00:42:43,,,,,,,,,,,,
01/12/2023 23:56,01/13/2023 01:20,EURCHF,Buy,0.28,1.00642,1.00662,-1.4,0,2,4.16,0.13,00:01:24:20,32.2,27m,15.9,7.23,2.2,6.116,-15.9,-44.202,12.2,98.9,-0.2,-0.56
01/12/2023 23:57,01/13/2023 01:01,GBPCHF,Buy,0.2,1.13277,1.13342,-1.13,0,6.5,11.79,0.37,00:01:03:54,1.6,1m,23.2,3.57,6.5,12.935,-23.2,-46.168,21.9,100,0,0
01/12/2023 19:24,01/12/2023 21:42,AUDNZD,Sell,0.21,1.09008,1.08922,-0.68,0,8.6,9.98,0.32,00:02:18:24,100,2h 18m,10.7,0.08,13.2,16.368,0,0,100,65.2,-4.6,-5.7
01/11/2023 20:41,01/12/2023 01:04,AUDNZD,Buy,0.21,1.08455,1.08545,-0.67,-3.76,9,6.75,0.21,00:04:23:35,85.2,3h 44m,11,0.27,9,11.16,-2.4,-2.976,78.9,100,0,0
01/10/2023 22:35,01/11/2023 03:13,GBPAUD,Buy,0.18,1.76374,1.7638,-1.02,-0.25,0.6,-0.57,-0.02,00:04:37:21,1.5,4m,48,24.27,1.9,2.223,-46.1,-53.937,4,97.3,-1.3,-1.52
01/10/2023 20:51,01/11/2023 01:51,AUDNZD,Sell,0.21,1.08314,1.08202,-0.67,-0.2,11.2,13.08,0.42,00:05:00:04,98.7,4h 56m,16.1,0.04,21.3,26.625,-0.8,-1,96.4,54.3,-10.1,-12.63
01/10/2023 22:02,01/10/2023 22:40,USDJPY,Buy,0.14,132.194,132.239,-0.65,0,4.5,3.79,0.12,00:00:37:55,18.5,7m,3.9,0.87,4.5,4.455,-3.9,-3.861,53.6,100,0,0
01/09/2023 22:15,01/10/2023 03:25,EURAUD,Sell,0.24,1.55271,1.55121,-1.2,-0.17,15,21.84,0.7,00:05:10:05,55.2,2h 51m,40.9,0.43,28.6,44.33,-12.3,-19.065,69.9,66.7,-13.6,-21.08
01/09/2023 22:49,01/10/2023 02:03,USDCAD,Sell,0.18,1.3388,1.33869,-0.84,-0.54,1.1,0,0,00:03:14:15,19.1,37m,12.3,0.98,6.2,7.75,-6.1,-7.625,50.4,58.5,-5.1,-6.38
01/09/2023 22:08,01/10/2023 02:03,AUDCAD,Buy,0.28,0.92588,0.92565,-0.9,-1.29,-2.3,-6.67,-0.21,00:03:55:09,1.8,4m,16.5,6.18,2.3,4.485,-14.2,-27.69,13.9,72.1,-4.6,-8.97
01/09/2023 23:00,01/09/2023 23:42,GBPUSD,Buy,0.12,1.21801,1.21824,-0.68,0,2.3,1.89,0.06,00:00:42:23,54.8,23m,2.9,0.6,2.5,2.8,-1.5,-1.68,62.5,95,-0.2,-0.22
01/09/2023 20:42,01/09/2023 21:31,GBPAUD,Sell,0.18,1.75989,1.75976,-1.02,0,1.3,0.48,0.02,00:00:49:12,50,24m,13.1,1.3,5.7,6.555,-7.4,-8.51,43.5,66.4,-4.4,-5.06
01/06/2023 22:36,01/09/2023 09:42,AUDCAD,Sell,0.29,0.9251,0.9278,-0.94,0.24,-27,-55.42,-1.75,02:11:06:45,,,,,,,,,,,,
01/06/2023 23:24,01/09/2023 09:31,GBPCAD,Sell,0.16,1.62677,1.62666,-0.91,0.04,1.1,0.36,0.01,02:10:07:06,92.9,2d 5h ,78.9,0.81,43.7,48.944,-35.2,-39.424,55.4,46,-42.6,-47.71
01/06/2023 22:35,01/09/2023 00:57,EURAUD,Buy,0.24,1.54641,1.54727,-1.2,-1.21,8.6,10.93,0.35,02:02:21:55,99.5,2d 2h ,4.1,0.06,10.3,15.965,-0.6,-0.93,94.5,84.4,-1.7,-2.64
12/20/2022 22:57,12/21/2022 09:28,GBPCHF,Sell,0.2,1.12832,1.12813,-1.15,-2.4,1.9,0.31,0.01,00:10:30:26,22.9,2h 24m,34.7,0.74,19.9,40.397,-14.8,-30.044,57.3,48.1,-18,-36.54
12/20/2022 22:38,12/21/2022 05:04,AUDUSD,Sell,0.18,0.66765,0.66809,-0.57,0.08,-4.4,-7.95,-0.25,00:06:26:42,13.8,53m,30.2,2.08,9.8,16.66,-20.4,-34.68,32.5,53,-14.2,-24.14
12/20/2022 22:55,12/21/2022 03:35,EURGBP,Buy,0.2,0.8721,0.87217,-1,-1.4,0.7,-0.79,-0.02,00:04:39:46,20,55m,9,1.65,3.4,7.82,-5.6,-12.88,37.8,70,-2.7,-6.21
12/20/2022 23:17,12/20/2022 23:57,EURUSD,Sell,0.21,1.06242,1.06219,-1.05,0,2.3,3.5,0.11,00:00:40:35,12.5,5m,4.8,1.16,3.8,7.524,-4.4,-8.712,46.3,81.7,-1.5,-2.97
12/20/2022 21:50,12/20/2022 22:05,GBPAUD,Buy,0.18,1.82192,1.82314,-1.03,0,12.2,12.77,0.41,00:00:14:58,80,11m,2.6,0.14,12.2,13.786,-1.7,-1.921,87.8,100,0,0
12/19/2022 23:00,12/20/2022 02:15,EURCHF,Buy,0.27,0.98589,0.98591,-1.35,-0.3,0.2,-1.1,-0.03,00:03:14:55,1.1,2m,15,75.19,0.2,0.55,-15,-41.25,1.3,100,0,0
12/16/2022 22:31,12/19/2022 08:27,EURCAD,Buy,0.17,1.45091,1.45101,-0.85,-1.64,1,-1.32,-0.04,02:09:56:17,0.8,27m,45.2,41.15,1.1,1.287,-45.2,-52.884,2.4,99.8,-0.1,-0.12
12/16/2022 21:58,12/19/2022 07:14,EURAUD,Buy,0.24,1.58321,1.58171,-1.2,-1.73,-15,-25.69,-0.81,02:09:15:54,2.3,1h 19m,59.5,37.31,1.6,2.432,-59.5,-90.44,2.6,72.8,-16.6,-25.23
12/16/2022 22:57,12/19/2022 02:08,USDCHF,Sell,0.28,0.93353,0.9333,-1.32,-3.85,2.3,1.34,0.04,02:03:10:56,96.9,2d 1h ,26.7,0.76,15.2,43.016,-11.5,-32.545,56.9,51.7,-12.9,-36.51
12/19/2022 00:10,12/19/2022 01:46,USDCAD,Buy,0.18,1.36851,1.36855,-0.85,0,0.4,-0.35,-0.01,00:01:36:09,2.1,2m,7,7.78,0.9,1.125,-7,-8.75,11.4,93.7,-0.5,-0.63
12/16/2022 22:58,12/19/2022 01:19,GBPUSD,Buy,0.18,1.21626,1.21684,-1.03,-1.07,5.8,7.75,0.24,02:02:20:36,0.4,12m,31.7,5.47,5.8,9.86,-31.7,-53.89,15.5,100,0,0
12/19/2022 00:11,12/19/2022 00:50,AUDUSD,Sell,0.18,0.67058,0.67021,-0.57,0,3.7,5.71,0.18,00:00:38:55,87.2,33m,4.4,0.11,8.1,13.77,-0.9,-1.53,90,51.1,-4.4,-7.48
12/16/2022 20:02,12/19/2022 00:11,AUDNZD,Buy,0.21,1.04901,1.05054,-0.66,-1.15,15.3,17.56,0.56,02:04:09:24,92.5,2d ,14,0.87,16.1,20.447,-14,-17.78,53.5,97.3,-0.8,-1.02
12/16/2022 22:30,12/16/2022 22:41,USDCAD,Buy,0.18,1.36848,1.36895,-0.85,0,4.7,4.98,0.16,00:00:11:27,,,,,,,,,,,,
12/16/2022 21:37,12/16/2022 22:13,USDCHF,Sell,0.27,0.93326,0.93284,-1.27,0,4.2,10.2,0.33,00:00:35:34,,,,,,,,,,,,
12/16/2022 22:03,12/16/2022 22:08,USDCAD,Buy,0.18,1.36861,1.36932,-0.85,0,7.1,7.96,0.25,00:00:04:35,,,,,,,,,,,,
12/15/2022 23:00,12/16/2022 02:41,GBPCHF,Buy,0.19,1.1308,1.13168,-1.09,1.27,8.8,17.12,0.55,00:03:40:43,28.6,1h 3m,29.2,1.54,11.5,22.195,-17.7,-34.161,39.4,90.8,-2.7,-5.21
12/15/2022 21:26,12/16/2022 02:20,GBPAUD,Buy,0.18,1.81809,1.81851,-1.03,-0.34,4.2,3.4,0.11,00:04:54:21,21.5,1h 3m,38.3,3.03,9.5,10.83,-28.8,-32.832,24.8,86.2,-5.3,-6.04
12/15/2022 22:08,12/15/2022 22:16,USDCAD,Buy,0.18,1.36484,1.36546,-0.85,0,6.2,6.84,0.22,00:00:07:33,100,7m,1.5,0.16,6.2,7.688,0,0,100,100,0,0
12/14/2022 21:02,12/14/2022 23:45,EURNZD,Sell,0.2,1.65649,1.65538,-1,0,11.1,12.41,0.4,00:02:42:58,49.1,1h 20m,34.3,1.1,29.6,35.816,-32.6,-39.446,47.6,70.3,-18.5,-22.38
12/14/2022 21:34,12/14/2022 23:30,EURAUD,Sell,0.23,1.55904,1.5558,-1.15,0,32.4,46.75,1.54,00:01:56:16,98.3,1h 54m,26.5,0.17,48.1,71.188,-8.4,-12.432,85.1,72.2,-15.7,-23.24
12/14/2022 21:00,12/14/2022 21:02,GBPAUD,Sell,0.17,1.81383,1.8104,-0.99,0,34.3,36.49,1.22,00:00:01:52,,,,,,,,,,,,
12/12/2022 22:00,12/13/2022 05:34,USDCAD,Buy,0.17,1.36394,1.36399,-0.81,-0.6,0.5,-0.82,-0.03,00:07:33:53,0.3,1m,24.3,48.78,0.5,0.59,-24.3,-28.674,2,100,0,0
12/09/2022 22:45,12/12/2022 06:41,USDCAD,Sell,0.18,1.36397,1.3653,-0.85,-0.34,-13.3,-17.86,-0.57,02:07:55:45,86.9,2d ,43.2,3.97,8.7,10.875,-34.5,-43.125,20.1,49.1,-22,-27.5
12/09/2022 23:52,12/12/2022 01:04,GBPCAD,Sell,0.16,1.67329,1.6723,-0.93,0.26,9.9,10.35,0.33,02:01:12:24,100,2d 1h ,35.2,0.11,39.6,43.956,4.4,4.884,112.5,15.6,-29.7,-32.97
12/09/2022 22:51,12/12/2022 00:05,USDJPY,Sell,0.15,136.637,136.612,-0.71,-2.03,2.5,-0.13,0,02:01:13:48,98.7,2d ,15.1,0.14,17.6,18.304,2.5,2.6,116.6,0,-15.1,-15.7
